Beat_Index,Katz_FD,Higuchi_FD,Petrosian_FD
0,1.0844133290253064,0.1970771561099915,1.003206492376733
1,1.2865138719229912,0.4383170921482316,1.0027930938161405
2,1.272156441117672,0.39422815376423787,1.003206492376733
3,1.163038413586633,0.23355240649398457,1.0033277827268001
4,1.337811645831486,0.7233160139571924,1.0058075830132436
5,1.2331006855671884,0.40053273938084283,1.0040848212879685
6,1.234479281664405,0.47664723833350087,1.0018973663795727
7,1.0836144663475542,0.2760582685737308,1.0039095082056624
8,1.274326172267283,0.44604360451114916,1.0018973663795727
9,1.1033548119737528,0.27485559634665846,1.0039095082056624
10,1.3159331887586938,0.6126449474264483,1.0056711108035772
11,1.0633765570749505,0.25874212753668285,1.003206492376733
12,1.3436606370288067,0.5136335471110256,1.0027930938161405
13,1.2811196542172876,0.4003865390971464,1.002986749611548
14,1.2602461968211447,0.38008381620655923,1.0033277827268001
15,1.0889138600723185,0.20143749808174075,1.0034577355466865
